ACTIVITY_CODE_primary_purchase_club,ACTIVITY_CODE_primary_purchase_ga,ACTIVITY_CODE_primary_purchase_single,ACTIVITY_CODE_primary_purchase_sth,ACTIVITY_CODE_primary_purchase_suite,ACTIVITY_CODE_secondary_purchase,ACTIVITY_CODE_secondary_sale,ACTIVITY_CODE_merch_purchase,perc_open,perc_click,Totals,Cust_ID
5.4526638564399073e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197183098591549,0.0,368,124
0.0,0.0,6.268038954784202e-12,0.0,0.0,0.0,0.0,0.0,0.0531732418524871,0.032258064516129,632,125
0.0,0.0,6.830134553650706e-09,0.0,0.0,0.0,0.0,0.0,0.1851851851851851,0.0,110,126
0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,127
0.0,0.0,8.132481162283955e-11,0.0,0.0,6.505984929827163e-10,0.0,2.439744348685186e-10,0.5260115606936416,0.1318681318681318,333,128
8.853797804907233e-11,0.0,8.853797804907233e-11,0.0,0.0,0.0,0.0,0.0,0.6861702127659575,0.0077519379844961,326,129
9.961391082604142e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152317880794702,0.0,178,130
2.7572976735775133e-09,0.0,5.514595347155027e-09,0.0,0.0,0.0,0.0,0.0,0.2989690721649484,0.0,138,131
2.438652644413961e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999998,0.0476190476190476,45,132
0.0,0.0,2.95237032353568e-11,0.0,0.0,0.0,0.0,0.0,2.0071428571428576,0.0106761565836298,429,133
1.525449843315201e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2552083333333333,0.0306122448979591,506,134
1.2182432609075237e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3827751196172249,0.0,301,135
1.6046179724247555e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0277777777777777,158,136
6.540046723309299e-13,0.0,1.3080093446618598e-12,0.0,0.0,0.0,0.0,3.270023361654649e-12,0.299492385786802,0.2627118644067796,1112,137
0.0,0.0,3.763352846317841e-06,0.0,0.0,0.0,0.0,7.526705692635682e-06,0.7499999999999999,0.0,27,138
0.0,0.0,1.8816764231589208e-06,0.0,0.0,0.0,0.0,0.0,0.0,,27,139
0.0,0.0,6.767577564559982e-08,0.0,0.0,0.0,0.0,0.0,0.9310344827586208,0.0,62,140
0.0,0.0,1.3660269107301412e-08,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.037037037037037,110,141
5.662191529998468e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967741935483871,0.0,205,142
0.0,0.0,1.1169936254773663e-11,0.0,0.0,2.233987250954733e-11,0.0,0.0,1.3607305936073055,0.0503355704697986,547,143
0.0,0.0,5.6366518697022455e-12,0.0,0.0,5.6366518697022455e-12,0.0,0.0,0.5250596658711216,0.0045454545454545,649,144
0.0,0.0,4.5939365799778334e-10,0.0,0.0,0.0,0.0,0.0,0.0145631067961165,0.0,216,145
6.470380737601965e-12,0.0,6.470380737601965e-12,0.0,0.0,1.294076147520393e-11,0.0,3.882228442561179e-11,0.2653508771929824,0.2066115702479339,627,146
0.0004164931278633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,147
2.4407197493043217e-10,0.0,2.4407197493043217e-10,0.0,0.0,0.0,0.0,0.0,0.323170731707317,0.3396226415094339,253,148
1.0418918714861579e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891402714932127,0.0116279069767441,313,149
0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,,,3,150
0.0,0.0,5.759350372959672e-11,0.0,0.0,0.0,0.0,0.0,0.0056338028169014,0.0,363,151
0.0,0.0,1.0968975900193692e-10,0.0,0.0,1.0968975900193692e-10,0.0,0.0,1.7027027027027026,0.0052910052910052,309,152
9.675374063064878e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.0,567,153
3.9719879900301954e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331753554502369,0.0,224,154
5.522910978804746e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.656873293641424e-08,0.1075268817204301,0.0,116,155
0.0,0.0,1.4166076487851575e-09,0.0,0.0,1.4166076487851575e-09,0.0,1.4166076487851575e-09,0.4599999999999999,0.0217391304347826,163,156
1.0410203556852169e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0410203556852169e-08,0.1805555555555555,0.0769230769230769,99,157
0.0,0.0,2.6030820491461886e-09,0.0,0.0,5.206164098292377e-09,0.0,0.0,0.0789473684210526,0.2222222222222222,140,158
1.6010059875244184e-12,0.0,3.2020119750488367e-12,0.0,0.0,6.404023950097673e-12,0.0,4.803017962573255e-12,1.076335877862595,0.0992907801418439,889,159
0.0,0.0,2.701603369180368e-08,0.0,0.0,0.0,0.0,0.0,0.6111111111111109,4.0,78,160
1.1760477644743255e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432432432432432,0.1111111111111111,54,161
3.1604938271604944e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698113207547169,0.4444444444444445,75,162
9.813099642870023e-12,0.0,9.813099642870023e-12,0.0,0.0,0.0,0.0,9.813099642870023e-12,0.5441176470588234,0.0432432432432432,565,163
3.639533617523461e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286123032904148,0.0,724,164
0.0,0.0,1.873379002616616e-09,0.0,0.0,0.0,0.0,0.0,0.7749999999999999,0.0161290322580645,152,165
1.5812610256113155e-10,1.5812610256113155e-10,1.5812610256113155e-10,0.0,0.0,1.5812610256113155e-10,0.0,1.5812610256113155e-10,1.015384615384615,0.0,282,166
4.458165019721025e-11,0.0,0.0,0.0,0.0,4.458165019721025e-11,4.458165019721025e-11,0.0,0.2789115646258503,0.0365853658536585,387,167
0.0,0.0,1.1163890998309194e-09,0.0,0.0,0.0,0.0,0.0,0.2071428571428571,0.0,173,168
4.1170685884062514e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4861111111111111,0.0285714285714285,222,169
3.777755712755815e-12,0.0,0.0,3.777755712755815e-12,0.0,0.0,7.55551142551163e-12,0.0,0.2971014492753623,0.2134146341463415,853,170
9.778934114049635e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341296928327645,0.0,318,171
0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,172
7.920936632380205e-09,0.0,0.0,0.0,0.0,1.584187326476041e-08,0.0,1.584187326476041e-08,0.1864406779661017,0.0909090909090909,106,173
3.123478569108771e-11,0.0,0.0,0.0,0.0,3.123478569108771e-11,0.0,0.0,0.7772925764192139,0.0168539325842696,423,174
0.0,9.11411382355726e-10,9.11411382355726e-10,0.0,0.0,0.0,0.0,0.0,0.6489361702127658,0.1639344262295082,182,175
1.501568506268019e-11,0.0,0.0,0.0,0.0,1.501568506268019e-11,0.0,1.8018822075216224e-10,0.2838196286472148,0.0,508,176
0.0,0.0,3.0140817901234566e-06,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,24,177
0.0,0.0,2.122241655881463e-10,0.0,0.0,0.0,0.0,0.0,0.1004366812227074,0.2173913043478261,262,178
6.767577564559983e-12,0.0,0.0,0.0,0.0,0.0,6.767577564559983e-12,0.0,0.3851508120649652,0.0240963855421686,620,179
3.1604938271604944e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,75,180
4.095999999999999e-09,0.0,0.0,0.0,0.0,4.095999999999999e-09,0.0,0.0,0.1372549019607843,0.0714285714285714,125,181
2.72949065687009e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687237026647966,0.0612244897959183,778,182
0.0,0.0,5.662191529998468e-10,0.0,0.0,0.0,0.0,0.0,0.3958333333333334,0.0,205,183
0.0,0.0,1.1920928955078125e-07,0.0,0.0,0.0,0.0,0.0,0.1555555555555555,0.0,64,184
0.0,0.0,2.4796925479597126e-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0756302521008403,252,185
9.525986892242036e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812080536912751,0.0,180,186
0.0,0.0,4.7239618987343913e-11,0.0,0.0,1.7321193628692768e-10,1.5746539662447968e-11,0.0,0.4429530201342281,0.1212121212121212,502,187
0.0,0.0,4.647344895057109e-11,0.0,0.0,0.0,0.0,0.0,0.0189189189189189,0.0,383,188
8.005133942157283e-10,0.0,8.005133942157283e-10,0.0,0.0,2.401540182647185e-09,0.0,0.0,0.361344537815126,0.0465116279069767,188,189
3.8332420479961027e-10,0.0,0.0,0.0,0.0,3.8332420479961027e-10,0.0,0.0,0.1988304093567251,0.2352941176470588,226,190
7.529675954942567e-14,0.0,7.529675954942567e-14,0.0,0.0,7.529675954942567e-14,0.0,1.280044912340236e-12,0.3549459684123026,0.0608899297423887,1909,191
8.597033351467084e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052919708029197,0.0689655172413793,584,192
1.2856836333634443e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.088235294117647,167,193
0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,,,3,194
2.889472358261635e-12,0.0,1.1557889433046539e-11,0.0,0.0,2.889472358261635e-12,2.889472358261635e-12,0.0,1.2326388888888888,0.1661971830985915,767,195
0.0,0.0,3.61111366597403e-13,2.166668199584418e-12,0.0,0.0,2.527779566181821e-12,0.0,0.278588807785888,0.1353711790393013,1290,196
1.0090209291277518e-09,0.0,1.5135313936916275e-09,0.0,0.0,5.045104645638759e-10,0.0,5.045104645638759e-10,0.4247787610619469,0.25,211,197
2.0277597778893327e-10,0.0,8.11103911155733e-10,0.0,0.0,0.0,0.0,0.0,0.2751322751322752,0.0576923076923076,265,198
0.0,0.0,2.4025096100288304e-10,0.0,0.0,0.0,0.0,0.0,0.0930232558139534,0.0499999999999999,254,199
0.0,0.0,8.22702474791882e-09,0.0,0.0,0.0,0.0,0.0,0.4716981132075472,0.84,105,200
2.44140625e-08,0.0,0.0,0.0,0.0,2.44140625e-08,0.0,0.0,0.0344827586206896,1.0,80,201
5.6020447463324125e-08,0.0,5.6020447463324125e-08,0.0,0.0,0.0,0.0,0.0,0.1489361702127659,0.0,65,202
2.4594988422843807e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,142,203
1.0168289254477303e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846153846153846,0.0416666666666666,56,204
3.538869706249043e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.538869706249043e-07,0.6000000000000001,0.0,41,205
0.0,0.0,2.438652644413961e-07,0.0,0.0,0.0,0.0,0.0,0.8,0.0625,45,206
1.5812610256113155e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564516129032258,0.2142857142857142,282,207
0.0,0.0,1.285210315660761e-10,0.0,0.0,1.285210315660761e-10,0.0,7.711261893964571e-10,0.1417004048582996,0.0,297,208
0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,209
0.0,2.049314289192265e-11,2.049314289192265e-11,0.0,0.0,4.0986285783845286e-11,0.0,0.0,0.0979899497487437,0.1794871794871795,470,210
0.0,0.0,1.0909453785293328e-09,0.0,0.0,0.0,0.0,0.0,0.1724137931034482,0.0,174,211
0.0,0.0,8.836657566087594e-08,0.0,0.0,0.0,0.0,0.0,0.0,,58,212
1.873379002616616e-09,0.0,1.873379002616616e-09,0.0,0.0,0.0,0.0,1.873379002616616e-09,0.0075757575757575,1.0,152,213
0.0,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,,,3,214
0.0,0.0,1.6389829852790544e-11,0.0,0.0,0.0,0.0,0.0,0.1891891891891891,0.0909090909090909,497,215
