CUSTOMER_KEY,year,month,LOB_SEAHAWKS,LOB_FGI,email_click,email_incoming_from_customer,email_open,email_outgoing_to_customer,email_send,email_unsub,form_submission,forward_received,forward_send,initial_creation,merch_purchase,page_view,phonecall_outgoing_to_customer,primary_purchase_club,primary_purchase_single,primary_purchase_sth,secondary_sale,text_incoming_from_customer,text_outgoing_to_customer,Totals,CAMPAIGN_LOST,AVG_TIME_DAYS_purchase,0-200_purchase,200-800_purchase,800+_purchase,percent_open,percent_click
6371057237398760202,137443,554,5,0,6,0,16,0,41,0,1,0,0,0,0,0,0,0,0,1,1,0,0,68,STNL to BP,263.0,0,1,0,0.3902439024390244,0.375
6677788661377412166,307389,1110,63,0,7,2,34,2,43,0,0,0,0,1,0,56,0,0,0,1,0,0,0,152,STNL to BP,0.0,0,0,1,0.7906976744186046,0.20588235294117646
6902197315984304436,198274,797,47,1,4,0,3,0,43,0,0,1,4,0,0,41,0,0,0,1,0,0,0,98,STNL to BP,139.0,1,0,0,0.06976744186046512,1.3333333333333333
6976424484832773860,268934,1034,43,0,3,1,15,0,71,0,0,0,0,0,0,37,0,0,0,2,1,0,0,133,STNL to BP,549.0,0,1,0,0.2112676056338028,0.2
7232269491368354331,361349,1328,2,0,2,0,101,0,74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,179,STNL to BP,1114.0,0,0,1,1.364864864864865,0.019801980198019802
7420510104882457312,187971,768,2,0,11,0,38,0,42,0,0,0,1,0,0,0,0,0,0,1,0,0,0,93,STNL to BP,0.0,0,0,1,0.9047619047619048,0.2894736842105263
7475458739491599646,167860,532,19,0,5,2,27,1,29,0,0,1,0,0,0,13,0,0,0,1,0,0,0,83,BP to STH,107.0,1,0,0,0.9310344827586207,0.18518518518518517
7546872738331489898,34383,153,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,STNL to BP,729.0,0,1,0,,
8136649743309128814,88992,272,22,0,2,0,1,0,19,0,0,0,5,0,0,16,0,0,0,1,0,0,0,44,STNL to BP,0.0,0,0,1,0.05263157894736842,2.0
8175563627907988926,123115,463,4,0,0,0,39,0,18,0,0,0,2,0,0,0,0,0,0,1,0,0,0,61,STNL to BP,0.0,0,0,1,2.1666666666666665,0.0
8218457334943823746,325560,1268,32,0,5,0,41,0,83,0,0,0,0,0,0,27,0,0,0,2,3,0,0,161,STNL to BP,219.0,0,1,0,0.4939759036144578,0.12195121951219512
8267706113028823328,428641,1636,58,0,1,0,32,0,121,0,0,0,1,0,1,50,0,0,0,2,1,0,0,212,STNL to BP,161.0,1,0,0,0.2644628099173554,0.03125
8621837487991327738,363922,1366,44,0,7,0,61,0,67,0,0,0,1,1,0,38,0,0,0,2,1,0,0,180,STNL to BP,507.0,0,1,0,0.9104477611940298,0.11475409836065574
8659122036050231829,145523,572,6,0,1,0,21,0,44,0,0,0,1,0,0,0,0,0,0,1,0,0,0,72,STNL to BP,0.0,0,0,1,0.4772727272727273,0.047619047619047616
8888486540612687268,242792,956,70,0,1,0,2,2,45,0,0,0,1,0,0,65,0,0,0,1,0,0,0,120,STNL to BP,0.0,0,0,1,0.044444444444444446,0.5
8907645328465305799,161816,641,80,0,0,0,0,0,0,0,1,0,10,0,0,64,0,0,0,4,1,0,0,80,STNL to BP,106.0,1,0,0,,
8923001518233951486,135230,492,4,0,0,0,41,0,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,67,STNL to BP,136.0,1,0,0,1.8636363636363635,0.0
9045886112770290762,12129,41,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,BP to STH,0.0,0,0,1,0.0,
9076186339214886876,254956,888,124,0,0,0,0,0,2,0,0,0,0,0,0,119,0,0,0,1,2,0,0,126,STNL to BP,86.0,1,0,0,0.0,
9195348848691755995,230536,937,45,0,4,0,30,0,35,0,0,0,0,0,0,41,0,0,0,1,0,0,0,114,STNL to BP,0.0,0,0,1,0.8571428571428571,0.13333333333333333
9204677669485149328,196333,828,47,0,8,1,23,0,16,0,1,0,1,1,0,42,0,0,0,1,0,0,0,97,BP to STH,0.0,0,0,1,1.4375,0.34782608695652173
