primary_purchase_club,primary_purchase_single,primary_purchase_sth,secondary_purchase,secondary_sale,merch_purchase,percent_open,percent_click,CAMPAIGN_LOST,Totals
0,0,1,0,1,0,0.10869565217391304,1.0,STNL to BP,72
0,0,2,0,2,0,0.28846153846153844,0.2,STNL to BP,250
0,0,2,0,0,0,1.280701754385965,0.0273972602739726,BP to STH,183
0,0,2,0,4,0,0.6623376623376623,0.0,STNL to BP,149
0,0,2,0,0,0,,,BP to STH,9
0,0,2,0,2,0,1.746031746031746,0.13636363636363635,STNL to BP,206
0,0,1,0,1,0,0.09375,0.0,STNL to BP,39
0,0,1,0,0,1,0.3125,0.2,STNL to BP,46
0,0,3,0,2,0,0.3435114503816794,0.13333333333333333,STNL to BP,268
0,0,3,0,4,1,1.4126984126984128,0.21348314606741572,BP to STH,217
0,0,4,0,6,0,1.1081081081081081,0.036585365853658534,STNL to BP,224
0,0,2,0,3,0,0.043478260869565216,0.0,STNL to BP,32
0,0,2,0,0,0,0.14285714285714285,0.5,BP to STH,97
0,0,2,0,0,0,0.17391304347826086,0.0,BP to STH,115
0,0,1,0,4,0,2.5806451612903225,0.0,STNL to BP,116
0,0,1,0,2,0,1.6666666666666667,0.2,BP to STH,26
0,0,2,0,4,1,0.3194444444444444,0.13043478260869565,STNL to BP,116
0,0,1,0,0,0,0.36363636363636365,0.25,BP to STH,23
0,0,3,0,2,0,0.15178571428571427,0.17647058823529413,STNL to BP,148
0,0,1,0,0,1,1.2638888888888888,0.06593406593406594,STNL to BP,260
0,0,1,0,1,0,0.0,inf,STNL to BP,63
0,0,1,0,0,0,0.19117647058823528,1.0,STNL to BP,121
0,0,3,0,1,0,0.9436619718309859,0.029850746268656716,STNL to BP,150
0,0,2,0,0,0,0.07142857142857142,0.0,STNL to BP,22
3,0,3,0,4,0,0.4482758620689655,0.07692307692307693,STNL to BP,55
0,0,2,0,1,0,0.265625,0.0,STNL to BP,94
0,0,2,0,0,0,0.4528301886792453,0.0625,BP to STH,188
0,0,1,1,1,0,0.10416666666666667,0.4,STNL to BP,59
0,0,2,0,0,0,1.1428571428571428,0.0,STNL to BP,51
0,0,2,0,0,1,0.1095890410958904,0.0,STNL to BP,143
0,0,2,0,0,0,0.9174311926605505,0.05,STNL to BP,220
0,0,2,0,0,0,0.20833333333333334,0.2,STNL to BP,152
0,0,3,1,1,0,0.8097826086956522,0.06711409395973154,STNL to BP,363
0,0,1,0,2,0,0.8928571428571429,0.16,BP to STH,157
0,0,2,0,0,0,1.1428571428571428,0.25,BP to STH,192
0,1,1,0,0,3,0.25,0.8333333333333334,STNL to BP,422
0,0,1,0,1,0,0.2,0.0,STNL to BP,26
0,0,3,0,4,0,0.15217391304347827,0.2857142857142857,STNL to BP,231
0,0,3,0,1,0,1.009009009009009,0.16964285714285715,STNL to BP,312
0,0,3,0,2,0,0.7479674796747967,0.05434782608695652,STNL to BP,253
0,0,2,0,0,0,1.0153846153846153,0.0,STNL to BP,139
0,0,2,0,0,0,1.7272727272727273,0.0,STNL to BP,32
0,0,6,0,0,0,0.3076923076923077,0.35,STNL to BP,129
0,0,1,0,1,0,0.18604651162790697,0.0,STNL to BP,58
0,0,2,0,0,0,0.5714285714285714,0.0,STNL to BP,101
0,0,6,0,3,0,,,STNL to BP,86
0,0,2,0,0,0,1.4431818181818181,0.11023622047244094,STNL to BP,375
0,0,2,0,0,0,0.3898305084745763,0.17391304347826086,STNL to BP,91
